customer_id,age,gender,region,education_level,employment_type,annual_income,join_date,default_flag,transaction_id,loan_amount,loan_purpose,credit_score,repayment_months,transaction_count,product_id,interest_rate_x,product_name,category,interest_rate_y,stock,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,income_category,good_credit,transaction_bin,income_standard,income_minmax,loan_maxabs,income_robust,spending_ratio,spending_log,spending_reciprocal,spending_sqrt,loan_yeojohnson,debt_to_income_ratio,months_since_join,average_monthly_transactions,spending_to_income_ratio
1011,28.0,Female,West,Graduate,Salaried,1111450.67,2023-05-17,1.0,TXN10011,1237444.87,Home,783.96,48.0,17.0,P003,8.43,Home Loan,Home Loan,8.5,500.0,2023,5,17,Wednesday,1.0,0,Very High,1,1.0,0.2657019341939069,0.0811350776371308,0.08249632466666668,0.864788614256019,111.33601368021131,4.721494502054291,0.008901864747014395,10.551588206531342,1.3299707820261373,1.113360136802113,40.06666666666667,0.42429284525790345,1.113360136802113
1012,41.0,Female,South,Graduate,Salaried,945566.1,2025-11-27,1.0,TXN10012,430260.69,Home,658.0,24.0,46.0,P003,20.45,Home Loan,Home Loan,8.5,500.0,2025,11,27,Thursday,1.0,0,High,0,3.0,0.08045859290640509,0.06713637974683545,0.028684046,0.5160642149838887,45.50297329821787,3.839516252446273,0.02150400133744401,6.745589173542802,0.038368267502834126,0.45502973298217864,9.233333333333333,4.981949458483755,0.45502973298217864
1013,53.0,Male,East,Graduate,Salaried,613799.1,2019-12-28,0.0,TXN10013,394972.16,Education,709.96,60.0,59.0,P004,17.93,Education Loan,Education Loan,9.25,600.0,2019,12,28,Saturday,1.0,1,Medium,1,3.0,-0.2900256999300572,0.03913916455696203,0.026331477333333332,-0.18138008482842594,64.34876818815798,4.179738590438224,0.015302507265641354,8.021768395320198,-0.07208970866664953,0.6434876818815798,81.26666666666667,0.7260049220672683,0.6434876818815798
1014,41.0,Female,South,Graduate,Salaried,572107.5,2021-05-29,0.0,TXN10014,620535.37,Home,631.52,6.0,50.0,P003,16.5,Home Loan,Home Loan,8.5,500.0,2021,5,29,Saturday,1.0,0,Medium,0,3.0,-0.33658272019795804,0.03562088607594937,0.041369024666666664,-0.26902463286983774,108.46481998575443,4.695603218966598,0.00913535508604626,10.414644496369256,0.5009465897579538,1.0846481998575443,64.0,0.78125,1.0846481998575443
1015,41.0,Male,East,Secondary,Salaried,564315.42,2025-02-14,1.0,TXN10015,503994.29,Home,525.25,12.0,58.0,P003,10.12,Home Loan,Home Loan,8.5,500.0,2025,2,14,Friday,0.0,1,Medium,0,3.0,-0.3452841379053404,0.034963326582278485,0.03359961933333333,-0.28540523063779394,89.31074220867471,4.503256414683976,0.011072879876121159,9.450436085635134,0.24016608052467445,0.8931074220867471,18.766666666666666,3.0905861456483126,0.8931074220867471
1016,20.0,Male,North,Post-Graduate,Salaried,421472.58,2020-12-01,0.0,TXN10016,90748.69,Business,702.95,6.0,2.0,P006,8.13,Credit Builder Loan,Credit Loan,14.5,700.0,2020,12,1,Tuesday,2.0,1,Low,1,0.0,-0.5047967734723255,0.022909078481012667,0.0060499126666666665,-0.5856910472711616,21.531339001934597,3.1149071846326315,0.04438262634609232,4.640187388665957,-2.118891364098437,0.215313390019346,69.96666666666667,0.028585040495474036,0.215313390019346
1017,39.0,Female,East,Post-Graduate,Salaried,1701961.97,2019-11-07,1.0,TXN10017,518533.68,Home,517.46,12.0,36.0,P003,17.86,Home Loan,Home Loan,8.5,500.0,2019,11,7,Thursday,2.0,0,Very High,0,2.0,0.9251260523022181,0.13096725485232066,0.034568912,2.106168076829933,30.46681942017776,3.448933638926364,0.031779506744770036,5.51967566258904,0.2761269534104663,0.3046681942017776,82.96666666666667,0.43390920048212134,0.3046681942017776
1018,19.0,Male,North,Secondary,Salaried,586283.86,2025-12-30,1.0,TXN10018,92769.85,Education,674.17,24.0,50.0,P004,13.06,Education Loan,Education Loan,9.25,600.0,2025,12,30,Tuesday,0.0,1,Medium,0,3.0,-0.3207519753993641,0.03681720337552743,0.006184656666666667,-0.23922293024695093,15.82336754076771,2.8227688450147292,0.05944113136544874,3.977859668310046,-2.0860620946495625,0.1582336754076771,8.133333333333333,6.147540983606557,0.1582336754076771
1019,41.0,Male,East,Post-Graduate,Salaried,1367196.43,2018-10-10,0.0,TXN10019,1110803.19,Home,563.69,36.0,7.0,P003,8.84,Home Loan,Home Loan,8.5,500.0,2018,10,10,Wednesday,2.0,1,Very High,0,0.0,0.5512932890891304,0.10271699831223628,0.074053546,1.4024202126765017,81.24678836383444,4.409724341634904,0.012158529468364264,9.013700037378348,1.203879481237161,0.8124678836383444,96.06666666666666,0.07286606523247745,0.8124678836383444
1020,47.0,Female,West,Secondary,Salaried,1616153.41,2020-12-17,0.0,TXN10020,1002107.39,Home,848.92,6.0,13.0,P003,15.48,Home Loan,Home Loan,8.5,500.0,2020,12,17,Thursday,0.0,0,Very High,1,0.0,0.8293036116408046,0.12372602616033755,0.06680715933333334,1.9257803618157723,62.00570959411582,4.143225350763049,0.015871577456107108,7.874370425254061,1.0823924575324881,0.6200570959411582,69.43333333333334,0.18722995679308688,0.6200570959411582
1021,55.0,Female,North,Graduate,Unemployed,700079.72,2025-11-21,0.0,TXN10021,418026.74,Business,757.47,60.0,15.0,P005,5.69,Business Loan,Business Loan,11.75,400.0,2025,11,21,Friday,1.0,0,,1,1.0,-0.19367610974721347,0.04642022953586498,0.027868449333333333,0.0,59.71130544961365,4.106129931952066,0.016471396762007262,7.727309069114141,0.001236227492242669,0.5971130544961365,9.433333333333334,1.5901060070671378,0.5971130544961365
1022,19.0,Female,East,Graduate,Salaried,552077.9,2025-01-28,0.0,TXN10022,638108.66,Home,688.99,48.0,25.0,P003,10.54,Home Loan,Home Loan,8.5,500.0,2025,1,28,Tuesday,1.0,0,Medium,0,1.0,-0.3589497795854113,0.03393062447257385,0.042540577333333336,-0.3111310821174143,115.58308347427058,4.758604181695232,0.0085775737799961,10.75095732826945,0.5355622563253774,1.1558308347427058,19.333333333333332,1.293103448275862,1.1558308347427058
1023,41.0,Female,West,Secondary,Unemployed,874045.02,2023-03-24,1.0,TXN10023,617200.52,Home,787.42,18.0,23.0,P003,12.97,Home Loan,Home Loan,8.5,500.0,2023,3,24,Friday,0.0,0,High,1,1.0,0.0005909847756988,0.061100845569620255,0.041146701333333334,0.3657118003000277,70.61427110470808,4.2712943712104465,0.013963697243219693,8.403229801969482,0.4942564385311617,0.7061427110470808,41.86666666666667,0.5493630573248408,0.7061427110470808
1024,50.0,Male,North,Post-Graduate,Self-Employed,690746.4,2021-02-26,1.0,TXN10024,279053.23,Education,608.06,6.0,60.0,P004,7.52,Education Loan,Education Loan,9.25,600.0,2021,2,26,Friday,2.0,1,Medium,0,3.0,-0.2040986305525268,0.04563260759493672,0.018603548666666664,-0.019620609742151077,40.3987961428391,3.723251801733092,0.02415529177586903,6.356004731184449,-0.5299238500197943,0.40398796142839105,67.06666666666666,0.8946322067594434,0.40398796142839105
1025,29.0,Male,West,Post-Graduate,Salaried,425831.75,2025-11-29,0.0,TXN10025,287706.3,Education,726.2,12.0,22.0,P004,21.74,Education Loan,Education Loan,9.25,600.0,2025,11,29,Saturday,2.0,1,Low,1,1.0,-0.49992888723046325,0.023276940928270047,0.01918042,-0.5765271513188431,67.56337450178385,4.227758492765904,0.01458504642262003,8.21969430707638,-0.48906716463079725,0.6756337450178386,9.166666666666666,2.4000000000000004,0.6756337450178386
1026,39.0,Male,South,Graduate,Unemployed,836710.34,2020-08-05,0.0,TXN10026,722584.18,Education,696.98,12.0,26.0,P004,8.55,Education Loan,Education Loan,9.25,600.0,2020,8,5,Wednesday,1.0,1,High,0,1.0,-0.04110066182590905,0.057950239662447264,0.04817227866666667,0.2872264182357571,86.36013509764922,4.470039058442849,0.011446868744905468,9.29301539316756,0.6885519681429136,0.8636013509764922,73.9,0.35182679296346414,0.8636013509764922
1027,42.0,Female,South,Secondary,Salaried,365990.89,2019-10-27,0.0,TXN10027,84196.64,Home,702.44,12.0,33.0,P003,7.22,Home Loan,Home Loan,8.5,500.0,2019,10,27,Sunday,0.0,0,Low,1,2.0,-0.5667531907320946,0.018227079324894514,0.005613109333333333,-0.7023252768191695,23.005119061843317,3.178267101847434,0.04165778130171922,4.796365192710342,-2.2310975485079334,0.23005119061843315,83.33333333333333,0.396,0.23005119061843315
1028,44.0,Female,North,Secondary,Self-Employed,1345208.1,2022-09-14,0.0,TXN10028,589791.7,Home,788.15,24.0,11.0,P003,8.46,Home Loan,Home Loan,8.5,500.0,2022,9,14,Wednesday,0.0,0,Very High,1,0.0,0.5267389154151221,0.1008614430379747,0.03931944666666666,1.3561960993050934,43.84390043443835,3.8031875800239274,0.022299576760991095,6.621472678674915,0.4377232512393282,0.43843900434438354,48.233333333333334,0.22805805114029026,0.43843900434438354
1029,59.0,Female,East,Graduate,Salaried,542148.97,2021-02-22,0.0,TXN10029,540692.63,Education,742.26,12.0,10.0,P004,18.07,Education Loan,Education Loan,9.25,600.0,2021,2,22,Monday,1.0,0,Medium,1,0.0,-0.370037418228413,0.033092740084388186,0.03604617533333333,-0.332003789866333,99.73137641486251,4.612457334259749,0.009927393386162983,9.986559788779243,0.32886125239450115,0.9973137641486252,67.2,0.1488095238095238,0.9973137641486252
1030,45.0,Female,North,Post-Graduate,Self-Employed,781893.19,2018-03-08,0.0,TXN10030,494663.25,Education,704.54,18.0,25.0,P004,12.23,Education Loan,Education Loan,9.25,600.0,2018,3,8,Thursday,2.0,0,High,1,1.0,-0.10231498709955077,0.05332431983122363,0.03297755,0.17198919211183086,63.26481114383411,4.163012220848279,0.015560615244972133,7.953917974422047,0.2164831505847278,0.6326481114383411,103.26666666666667,0.2420916720464816,0.6326481114383411
1031,33.0,Male,West,Graduate,Self-Employed,818021.54,2023-08-16,1.0,TXN10031,592170.7,Business,539.33,60.0,37.0,P005,14.61,Business Loan,Business Loan,11.75,400.0,2023,8,16,Wednesday,1.0,1,High,0,2.0,-0.06197044951414221,0.05637312573839663,0.03947804666666666,0.2479386137514885,72.39059988567048,4.295795860466479,0.013625723206484515,8.50826656174279,0.44274314292751055,0.7239059988567048,37.03333333333333,0.9990999099909992,0.7239059988567048
1032,32.0,Female,East,Secondary,Self-Employed,700079.72,2019-09-29,1.0,TXN10032,366961.72,Business,598.4,36.0,48.0,P005,5.36,Business Loan,Business Loan,11.75,400.0,2019,9,29,Sunday,0.0,0,,0,3.0,-0.19367610974721347,0.04642022953586498,0.024464114666666665,0.0,52.417133294476805,3.978131542716545,0.018720585293995878,7.239967768883837,-0.16776072338674292,0.524171332944768,84.26666666666667,0.569620253164557,0.524171332944768
1033,20.0,Male,South,Graduate,Self-Employed,966577.93,2018-11-10,1.0,TXN10033,189541.04,Business,669.57,60.0,43.0,P006,5.59,Credit Builder Loan,Credit Loan,14.5,700.0,2018,11,10,Saturday,1.0,1,High,0,2.0,0.10392250878336089,0.06890952995780592,0.012636069333333335,0.5602355191284403,19.609493877022413,3.025751837445203,0.04852132740216891,4.428260818540662,-1.0578933284346184,0.19609493877022413,95.03333333333333,0.4524728165555945,0.19609493877022413
1034,54.0,Male,East,Graduate,Salaried,539090.43,2019-07-19,0.0,TXN10034,174685.39,Home,687.94,12.0,53.0,P003,12.58,Home Loan,Home Loan,8.5,500.0,2019,7,19,Friday,1.0,1,Medium,0,3.0,-0.3734528906202181,0.03283463544303798,0.011645692666666667,-0.3384334868788385,32.40372677363239,3.508667473806938,0.02993677941316899,5.69242714258447,-1.1718206375606515,0.3240372677363239,86.66666666666667,0.6115384615384615,0.3240372677363239
1035,24.0,Male,South,Graduate,Salaried,1130362.72,2022-05-21,1.0,TXN10035,698359.25,Home,682.55,24.0,38.0,P003,18.88,Home Loan,Home Loan,8.5,500.0,2022,5,21,Saturday,1.0,1,Very High,0,2.0,0.28682102521362207,0.0827310312236287,0.04655728333333333,0.9045457373884147,61.78187210561934,4.139666371065077,0.015928164714771133,7.860144534651977,0.6467705778960593,0.6178187210561934,52.1,0.72936660268714,0.6178187210561934
1036,41.0,Female,East,Secondary,Salaried,333883.29,2020-04-05,0.0,TXN10036,123418.2,Business,850.0,24.0,41.0,P005,20.05,Business Loan,Business Loan,11.75,400.0,2020,4,5,Sunday,0.0,0,Low,1,2.0,-0.6026077557752606,0.015517577215189872,0.00822788,-0.7698222328173666,36.964473424231564,3.6366508125369137,0.026340415388501886,6.0798415624283795,-1.6668274933986706,0.36964473424231564,77.96666666666667,0.5258657545959812,0.36964473424231564
1037,26.0,Male,East,Graduate,Salaried,750387.02,2024-12-28,0.0,TXN10037,151936.85,Home,808.89,6.0,45.0,P003,6.47,Home Loan,Home Loan,8.5,500.0,2024,12,28,Saturday,1.0,1,High,1,3.0,-0.1374979351095558,0.05066557130801688,0.010129123333333333,0.10575656898952604,20.247798262821764,3.05625327884109,0.047063699854010065,4.499755355885669,-1.3686436714339094,0.20247798262821765,20.366666666666667,2.20949263502455,0.20247798262821765
1038,56.0,Male,East,Graduate,Self-Employed,2033454.37,2021-01-10,0.0,TXN10038,2106317.4,Home,731.18,6.0,24.0,P003,14.15,Home Loan,Home Loan,8.5,500.0,2021,1,10,Sunday,1.0,1,Very High,1,1.0,1.295303699249207,0.15894129704641352,0.14042116,2.8030351094495236,103.58321440967468,4.649983064658589,0.009561763860907808,10.177583918085602,1.9324908817100908,1.0358321440967468,68.63333333333334,0.34968431277319084,1.0358321440967468
1039,35.0,Male,West,Post-Graduate,Salaried,403791.28,2020-10-22,0.0,TXN10039,476575.53,Business,682.55,36.0,40.0,P005,20.52,Business Loan,Business Loan,11.75,400.0,2020,10,22,Thursday,2.0,1,Low,0,2.0,-0.524541485655663,0.021416985654008444,0.031771702,-0.6228608739816888,118.02521589866923,4.779335368972399,0.008401581063724671,10.863941085014647,0.16914840168376105,1.1802521589866923,71.3,0.5610098176718092,1.1802521589866923
1040,21.0,Female,West,Graduate,Unemployed,482181.5,2024-03-01,0.0,TXN10040,418026.74,Business,661.96,36.0,46.0,P005,11.6,Business Loan,Business Loan,11.75,400.0,2024,3,1,Friday,1.0,0,Low,0,3.0,-0.4370031071490765,0.028032194092827006,0.027868449333333333,-0.4580680763254021,86.69489393516756,4.473863675735256,0.01140317246679488,9.311009286600866,0.001236227492242669,0.8669489393516756,30.433333333333334,1.511500547645126,0.8669489393516756
1041,42.0,Female,North,Graduate,Salaried,928647.9,2019-10-24,1.0,TXN10041,971806.03,Home,599.09,24.0,56.0,P003,19.1,Home Loan,Home Loan,8.5,500.0,2019,10,24,Thursday,1.0,0,High,0,3.0,0.06156603468613056,0.0657086835443038,0.06478706866666667,0.4804985856323116,104.64741588281198,4.660107284537302,0.00946544685114908,10.229731955570097,1.0459372535019533,1.04647415882812,83.43333333333334,0.6711945665201757,1.04647415882812
1042,31.0,Male,North,Post-Graduate,Self-Employed,772668.66,2020-03-15,0.0,TXN10042,312216.85,Home,686.59,24.0,33.0,P003,7.27,Home Loan,Home Loan,8.5,500.0,2020,3,15,Sunday,2.0,1,High,0,2.0,-0.11261602208434039,0.052545878481012664,0.020814456666666665,0.15259728192502015,40.40759851706681,3.723464403049621,0.024150156874899034,6.356697139007553,-0.3802682778148446,0.40407598517066806,78.66666666666667,0.4194915254237288,0.40407598517066806
1043,26.0,Male,South,Secondary,Salaried,848887.69,2024-09-17,0.0,TXN10043,983570.79,Home,701.91,24.0,17.0,P003,20.9,Home Loan,Home Loan,8.5,500.0,2024,9,17,Tuesday,0.0,1,High,1,1.0,-0.027502212000061137,0.058977864135021096,0.06557138600000001,0.31282577966808606,115.86583261679763,4.761026547029133,0.008556820908288859,10.76409924781436,1.0602372899777364,1.1586583261679764,23.766666666666666,0.7152875175315568,1.1586583261679764
1044,43.0,Female,West,Post-Graduate,Self-Employed,916107.08,2019-06-20,0.0,TXN10044,326841.35,Business,574.45,6.0,24.0,P006,17.77,Credit Builder Loan,Credit Loan,14.5,700.0,2019,6,20,Thursday,2.0,0,High,0,1.0,0.04756169781932528,0.0646503864978903,0.021789423333333332,0.4541351334988194,35.67719943830147,3.602155293282019,0.02726489522958818,5.973039380273788,-0.3197215866060429,0.3567719943830147,87.63333333333334,0.2738683910232027,0.3567719943830147
1045,19.0,Male,South,Graduate,Unemployed,992450.51,2021-10-23,0.0,TXN10045,1140326.92,Business,682.55,18.0,37.0,P005,21.0,Business Loan,Business Loan,11.75,400.0,2021,10,23,Saturday,1.0,1,High,0,2.0,0.13281442541507768,0.0710928700421941,0.07602179466666666,0.614625146313899,114.90012937773591,4.75272886663271,0.00862811806482847,10.71914779158007,1.2346350123131364,1.149001293777359,59.1,0.626057529610829,1.149001293777359
1046,37.0,Female,North,Secondary,Salaried,1288733.52,2021-05-20,0.0,TXN10046,1539469.85,Home,666.8,12.0,57.0,P003,16.5,Home Loan,Home Loan,8.5,500.0,2021,5,20,Thursday,0.0,0,Very High,0,3.0,0.4636737376411535,0.09609565569620254,0.10263132333333334,1.2374746052888272,119.45602609917371,4.791284757690488,0.008301784745718584,10.929594050063054,1.581076076820617,1.1945602609917372,64.3,0.8864696734059099,1.1945602609917372
1047,45.0,Female,South,Graduate,Salaried,876976.85,2025-03-09,0.0,TXN10047,786919.17,Home,517.84,12.0,2.0,P003,11.18,Home Loan,Home Loan,8.5,500.0,2025,3,9,Sunday,1.0,0,High,0,0.0,0.003864960078446541,0.06134825738396625,0.052461278,0.37187512613267143,89.7308942647688,4.5078979194623905,0.011021604141603884,9.472639244939543,0.7924604756413324,0.897308942647688,18.0,0.1111111111111111,0.897308942647688
1048,24.0,Male,North,Graduate,Self-Employed,613014.52,2025-09-11,0.0,TXN10048,723480.3,Business,606.87,60.0,32.0,P005,20.95,Business Loan,Business Loan,11.75,400.0,2025,9,11,Thursday,1.0,1,Medium,0,2.0,-0.29090184061455454,0.039072955274261606,0.04823202,-0.18302943768373317,118.02009192212934,4.779292318541474,0.008401942763195518,10.863705257513633,0.6900679673784367,1.1802009192212934,11.8,2.711864406779661,1.1802009192212934
1049,25.0,Male,West,Secondary,Salaried,1013328.64,2023-04-05,0.0,TXN10049,757986.81,Home,644.84,24.0,57.0,P003,9.68,Home Loan,Home Loan,8.5,500.0,2023,4,5,Wednesday,0.0,1,High,0,3.0,0.15612903846820753,0.07285473755274262,0.050532454000000004,0.6585153848223717,74.8016763840801,4.3281204082887355,0.013192320377363323,8.64879623901963,0.7469289383852992,0.748016763840801,41.46666666666667,1.3745980707395498,0.748016763840801
1050,52.0,Other,East,Graduate,Salaried,1990249.72,2023-12-05,0.0,TXN10050,418026.74,Education,840.45,36.0,60.0,P004,10.65,Education Loan,Education Loan,9.25,600.0,2023,12,5,Tuesday,1.0,2,Very High,1,3.0,1.2470570556635074,0.15529533502109705,0.027868449333333333,2.712209810767358,21.00373313957808,3.091212127125548,0.04544683366484306,4.582982995776668,0.001236227492242669,0.21003733139578082,33.333333333333336,1.7999999999999998,0.21003733139578082
1051,41.0,Male,West,Graduate,Salaried,650754.05,2019-09-20,0.0,TXN10051,396208.79,Business,727.31,18.0,24.0,P005,16.91,Business Loan,Business Loan,11.75,400.0,2019,9,20,Friday,1.0,1,Medium,1,1.0,-0.2487580979155204,0.04225772573839663,0.02641391933333333,-0.10369297541926485,60.88456767960183,4.125270838100279,0.01615911749076687,7.80285637953191,-0.06803880690190356,0.6088456767960183,84.56666666666666,0.2837997635001971,0.6088456767960183
1052,41.0,Male,South,Graduate,Salaried,409562.38,2020-01-19,0.0,TXN10052,316689.6,Home,566.48,24.0,9.0,P003,18.01,Home Loan,Home Loan,8.5,500.0,2020,1,19,Sunday,1.0,1,Low,0,0.0,-0.518096896825585,0.021903998312236293,0.02111264,-0.6107288029841308,77.3238987428484,4.360852776641721,0.012767495184109537,8.79340086330928,-0.3614263518227897,0.773238987428484,80.53333333333333,0.11175496688741722,0.773238987428484
1053,53.0,Female,South,Secondary,Salaried,1286878.38,2018-04-15,0.0,TXN10053,291781.19,Education,721.31,12.0,4.0,P004,20.8,Education Loan,Education Loan,9.25,600.0,2018,4,15,Sunday,0.0,0,Very High,1,0.0,0.4616021023338062,0.09593910379746835,0.019452079333333334,1.233574709222148,22.67356375977037,3.1643589723859313,0.04224121091980872,4.76167657026077,-0.4702908680720996,0.2267356375977037,102.0,0.0392156862745098,0.2267356375977037
1054,57.0,Female,West,Post-Graduate,Salaried,655154.24,2024-12-17,0.0,TXN10054,526390.51,Home,548.48,12.0,17.0,P003,8.48,Home Loan,Home Loan,8.5,500.0,2024,12,17,Tuesday,2.0,0,Medium,0,1.0,-0.24384440462928017,0.04262904978902954,0.035092700666666664,-0.09444284676394014,80.34604339887963,4.398712195713705,0.012293160899006587,8.963595450424993,0.29510261950001226,0.8034604339887963,20.733333333333334,0.8199356913183279,0.8034604339887963
1055,21.0,Other,West,Post-Graduate,Salaried,211899.5,2018-02-15,0.0,TXN10055,250091.57,Home,772.03,12.0,17.0,P003,18.57,Home Loan,Home Loan,8.5,500.0,2018,2,15,Thursday,2.0,2,Low,1,1.0,-0.7388270849299429,0.0052235864978902955,0.016672771333333333,-1.0262579211317633,118.02367159903633,4.779322394329676,0.008401690071944449,10.863870010223629,-0.6775131402662704,1.1802367159903633,103.96666666666667,0.1635139467778134,1.1802367159903633
1056,19.0,Female,North,Post-Graduate,Salaried,1115616.29,2025-11-10,0.0,TXN10056,390033.99,Business,639.95,36.0,53.0,P005,17.56,Business Loan,Business Loan,11.75,400.0,2025,11,10,Monday,2.0,0,Very High,0,3.0,0.2703536831018015,0.08148660675105486,0.026002266,0.8735456272325485,34.961302868748895,3.5824434400023994,0.027807668805821282,5.912808374093388,-0.08840566641213858,0.34961302868748895,9.8,5.408163265306122,0.34961302868748895
1057,23.0,Male,South,Graduate,Unemployed,521469.0,2021-09-16,1.0,TXN10057,512199.82,Home,672.04,36.0,50.0,P003,6.08,Home Loan,Home Loan,8.5,500.0,2021,9,16,Thursday,1.0,1,Medium,0,3.0,-0.39313074595940867,0.03134759493670886,0.034146654666666665,-0.3754774542054314,98.22248685923803,4.597364670651104,0.010078360577866284,9.910725849262406,0.2605987306375265,0.9822248685923803,60.333333333333336,0.8287292817679558,0.9822248685923803
1058,59.0,Male,South,Secondary,Salaried,665998.24,2021-05-24,0.0,TXN10058,734791.69,Business,792.69,24.0,48.0,P006,11.58,Credit Builder Loan,Credit Loan,14.5,700.0,2021,5,24,Monday,0.0,1,Medium,1,3.0,-0.2317349070857674,0.04354415527426161,0.048986112666666665,-0.07164646862155485,110.32937414369141,4.712493142092653,0.008982355354924683,10.503779041073333,0.7090288448315535,1.1032937414369142,64.16666666666667,0.748051948051948,1.1032937414369142
